age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
working adult,Private,Bachelors,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,full-time,Philippines,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,State-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
young adult,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,full-time,El-Salvador,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,full-time,China,<=50K
working adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,overtime,United-States,>50K
working adult,Private,Masters,Separated,Prof-specialty,Not-in-family,White,Male,part-time,United-States,>50K
working adult,State-gov,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
young adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,1st-4th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,full-time,Mexico,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,Yugoslavia,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,part-time,United-States,<=50K
working adult,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Divorced,Other-service,Other-relative,Black,Female,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,full-time,United-States,>50K
young adult,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,full-time,United-States,<=50K
retirement,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,part-time,United-States,<=50K
working adult,Self-emp-not-inc,11th,Divorced,Exec-managerial,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Black,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,10th,Divorced,Other-service,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Exec-managerial,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,5th-6th,Never-married,Machine-op-inspct,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,full-time,United-States,<=50K
working adult,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,12th,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,full-time,United-States,>50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,>50K
young adult,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,part-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,overtime,United-States,>50K
working adult,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Prof-school,Widowed,Prof-specialty,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
young adult,State-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Handlers-cleaners,Other-relative,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,overtime,United-States,>50K
working adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,full-time,Iran,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,full-time,Philippines,>50K
working adult,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,full-time,United-States,<=50K
working adult,Private,9th,Married-civ-spouse,Protective-serv,Wife,Black,Female,full-time,United-States,<=50K
working adult,State-gov,Bachelors,Never-married,Protective-serv,Own-child,White,Male,full-time,United-States,<=50K
young adult,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,part-time,United-States,>50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,<=50K
working adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
working adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Other-service,Other-relative,Other,Male,overtime,Mexico,<=50K
working adult,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,part-time,United-States,>50K
working adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
retirement,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Local-gov,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,part-time,United-States,<=50K
working adult,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,part-time,Philippines,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,>50K
young adult,Self-emp-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
retirement,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,full-time,Mexico,<=50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,State-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
retirement,State-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
childhood,Private,10th,Never-married,Sales,Unmarried,White,Female,part-time,United-States,<=50K
young adult,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,full-time,United-States,<=50K
working adult,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
working adult,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Federal-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,overtime,United-States,>50K
working adult,Private,HS-grad,Never-married,Farming-fishing,Other-relative,White,Male,full-time,Mexico,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,full-time,Philippines,>50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Self-emp-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,<=50K
working adult,Federal-gov,HS-grad,Divorced,Adm-clerical,Own-child,Black,Female,part-time,United-States,<=50K
working adult,Private,10th,Separated,Transport-moving,Unmarried,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,11th,Never-married,Other-service,Own-child,White,Female,part-time,United-States,<=50K
working adult,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Widowed,Transport-moving,Unmarried,White,Female,part-time,Outlying-US(Guam-USVI-etc),<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,part-time,United-States,<=50K
working adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
childhood,Private,11th,Never-married,Priv-house-serv,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,Italy,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Own-child,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,9th,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,part-time,United-States,<=50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Sales,Unmarried,Black,Female,full-time,United-States,>50K
young adult,State-gov,Some-college,Never-married,Other-service,Own-child,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Assoc-voc,Separated,Sales,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,part-time,United-States,<=50K
working adult,Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,full-time,United-States,<=50K
working adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Local-gov,Assoc-voc,Never-married,Protective-serv,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
working adult,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
retirement,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,part-time,United-States,<=50K
working adult,Self-emp-not-inc,Prof-school,Divorced,Other-service,Not-in-family,White,Female,full-time,United-States,<=50K
young adult,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
working adult,Federal-gov,Assoc-acdm,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,Male,full-time,United-States,>50K
working adult,Private,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Federal-gov,Prof-school,Divorced,Exec-managerial,Not-in-family,Black,Male,overtime,United-States,>50K
working adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,overtime,United-States,>50K
working adult,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
young adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,full-time,United-States,>50K
working adult,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,part-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,full-time,Japan,<=50K
young adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,full-time,United-States,<=50K
working adult,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Private,1st-4th,Widowed,Handlers-cleaners,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
young adult,Private,HS-grad,Widowed,Adm-clerical,Own-child,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Tech-support,Own-child,White,Male,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,full-time,Philippines,<=50K
working adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,overtime,United-States,>50K
working adult,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,full-time,Dominican-Republic,<=50K
retirement,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,overtime,France,>50K
young adult,Private,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Divorced,Handlers-cleaners,Not-in-family,White,Male,part-time,United-States,<=50K
working adult,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
retirement,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,<=50K
working adult,State-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Separated,Farming-fishing,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Some-college,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,full-time,Philippines,<=50K
working adult,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,part-time,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,part-time,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,overtime,United-States,<=50K
working adult,State-gov,Preschool,Never-married,Other-service,Not-in-family,White,Male,part-time,United-States,<=50K
working adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,Mexico,<=50K
working adult,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,overtime,England,<=50K
working adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
young adult,Federal-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Male,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
retirement,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,full-time,United-States,<=50K
